id_veiculo,valor_fipe,tipo_veiculo
8001,23334.79,Passeio
8002,60721.18,Moto
8003,46494.14,Passeio
8004,60611.87,Moto
8005,61653.98,Utilitário
8006,74118.73,Passeio
8007,70301.8,Moto
8008,70198.57,Utilitário
8009,71655.05,Passeio
8010,54370.68,Utilitário
8011,50482.78,Passeio
8012,63092.26,Passeio
8013,60981.21,Utilitário
8014,45364.01,Utilitário
8015,56072.35,Moto
8016,49473.55,Passeio
8017,37191.01,Utilitário
8018,69356.91,Moto
8019,50827.99,Passeio
8020,80730.62,Passeio
8021,25617.62,Utilitário
8022,41648.32,Utilitário
8023,50489.58,Utilitário
8024,67060.72,Passeio
8025,55992.04,Utilitário
8026,54657.09,Utilitário
8027,33091.04,Moto
8028,32645.88,Utilitário
8029,54837.57,Moto
8030,29538.41,Utilitário
8031,42021.83,Utilitário
8032,57513.76,Moto
8033,35265.14,Passeio
8034,74080.34,Passeio
8035,68359.05,Passeio
8036,26428.7,Moto
8037,36014.43,Utilitário
8038,15713.34,Moto
8039,38261.13,Passeio
8040,61495.83,Moto
8041,43791.58,Moto
8042,56911.96,Passeio
8043,27164.99,Utilitário
8044,61969.63,Utilitário
8045,41673.36,Passeio
8046,50182.55,Utilitário
8047,48606.88,Passeio
8048,30926.77,Utilitário
8049,32703.74,Passeio
8050,64516.92,Moto
8051,55984.88,Moto
8052,65750.74,Moto
8053,54869.87,Passeio
8054,52144.86,Moto
8055,24109.84,Moto
8056,45944.5,Utilitário
8057,49589.24,Moto
8058,79296.61,Passeio
8059,60304.35,Passeio
8060,73040.92,Moto
8061,58963.07,Utilitário
8062,39330.45,Moto
8063,51756.86,Passeio
8064,53543.35,Moto
8065,35912.67,Utilitário
8066,44234.19,Moto
8067,46913.5,Passeio
8068,74084.3,Passeio
8069,18788.89,Utilitário
8070,68087.28,Utilitário
8071,35948.07,Utilitário
8072,29418.81,Passeio
8073,67699.13,Moto
8074,60978.47,Utilitário
8075,68817.78,Utilitário
8076,62010.53,Moto
8077,80897.68,Moto
8078,58380.86,Utilitário
8079,47652.84,Moto
8080,55143.9,Utilitário
8081,68652.04,Utilitário
8082,38309.37,Utilitário
8083,40221.67,Moto
8084,45365.6,Utilitário
8085,18431.26,Moto
8086,52071.18,Passeio
8087,21708.07,Moto
8088,50795.89,Moto
8089,62979.35,Passeio
8090,42846.85,Passeio
8091,75156.74,Utilitário
8092,28092.49,Passeio
8093,67868.91,Moto
8094,60127.06,Utilitário
8095,24259.5,Utilitário
8096,90661.91,Passeio
8097,49043.82,Passeio
8098,36837.74,Passeio
8099,28893.69,Utilitário
8100,46699.73,Utilitário
8101,48088.9,Passeio
8102,51539.68,Utilitário
8103,45533.06,Utilitário
8104,59498.38,Utilitário
8105,44185.55,Utilitário
8106,20975.54,Utilitário
8107,47759.58,Moto
8108,15000.0,Utilitário
8109,55306.56,Passeio
8110,35310.5,Utilitário
8111,52450.41,Utilitário
8112,69711.12,Passeio
8113,35768.77,Moto
8114,65918.84,Passeio
8115,43499.16,Passeio
8116,76297.92,Passeio
8117,44522.71,Utilitário
8118,37392.61,Utilitário
8119,60308.58,Utilitário
8120,43463.15,Passeio
8121,37378.26,Utilitário
8122,42832.4,Moto
8123,49330.9,Utilitário
8124,70132.7,Utilitário
8125,20988.68,Passeio
8126,50346.21,Moto
8127,59373.55,Moto
8128,52901.73,Moto
8129,69647.98,Utilitário
8130,48884.82,Moto
8131,47231.73,Passeio
8132,58884.94,Moto
8133,51489.71,Utilitário
8134,44143.87,Moto
8135,57742.16,Moto
8136,40212.08,Passeio
8137,40832.34,Moto
8138,42080.09,Utilitário
8139,70296.04,Utilitário
8140,15000.0,Moto
8141,55933.98,Passeio
8142,50514.08,Passeio
8143,24786.94,Utilitário
8144,54645.9,Passeio
8145,57136.28,Moto
8146,58844.59,Passeio
8147,15000.0,Passeio
8148,70495.84,Utilitário
8149,38933.95,Moto
8150,60298.52,Utilitário
8151,61116.11,Passeio
8152,36849.54,Utilitário
8153,59906.9,Passeio
8154,44217.6,Utilitário
8155,18929.34,Passeio
8156,67516.13,Utilitário
8157,38374.33,Passeio
8158,37182.6,Moto
8159,43954.01,Utilitário
8160,54083.55,Passeio
8161,49140.94,Passeio
8162,58221.0,Moto
8163,29907.66,Passeio
8164,38864.2,Utilitário
8165,48260.04,Moto
8166,78468.31,Utilitário
8167,48292.81,Utilitário
8168,66278.33,Passeio
8169,50578.33,Passeio
8170,42745.12,Utilitário
8171,46299.13,Passeio
8172,47473.7,Utilitário
8173,59054.69,Passeio
8174,70619.17,Utilitário
8175,55395.21,Passeio
8176,67806.17,Moto
8177,35528.15,Utilitário
8178,43780.54,Passeio
8179,39135.46,Moto
8180,54716.67,Utilitário
8181,44615.62,Moto
8182,60946.59,Moto
8183,36034.97,Moto
8184,50645.46,Moto
8185,60302.87,Utilitário
8186,19020.46,Utilitário
8187,81824.47,Utilitário
8188,45752.72,Passeio
8189,19624.4,Moto
8190,52371.41,Passeio
8191,50501.65,Moto
8192,48771.58,Passeio
8193,64867.87,Passeio
8194,61211.67,Utilitário
8195,54468.14,Moto
8196,56752.33,Utilitário
8197,48434.62,Passeio
8198,76632.36,Passeio
8199,27812.06,Utilitário
8200,52094.78,Utilitário
8201,50975.37,Utilitário
8202,62199.21,Utilitário
8203,37342.19,Utilitário
8204,23844.91,Moto
8205,52352.35,Moto
8206,54218.46,Utilitário
8207,72343.99,Moto
8208,30944.57,Moto
8209,67320.41,Passeio
8210,85511.22,Moto
8211,44333.53,Moto
8212,30635.87,Passeio
8213,43895.38,Utilitário
8214,50210.07,Moto
8215,58456.82,Passeio
8216,41129.08,Utilitário
8217,73327.98,Moto
8218,33282.02,Moto
8219,23911.92,Moto
8220,66600.66,Passeio
8221,15880.68,Utilitário
8222,46938.05,Utilitário
8223,96765.22,Moto
8224,49819.35,Passeio
8225,33188.49,Utilitário
8226,49139.04,Utilitário
8227,49237.99,Utilitário
8228,52409.75,Passeio
8229,59933.94,Moto
8230,34413.33,Utilitário
8231,75313.22,Passeio
8232,53676.71,Moto
8233,60901.91,Moto
8234,40577.76,Passeio
8235,69295.73,Moto
8236,46144.21,Moto
8237,54163.29,Passeio
8238,36003.41,Moto
8239,35046.03,Passeio
8240,60323.08,Utilitário
8241,43345.9,Passeio
8242,37192.65,Utilitário
8243,40352.25,Utilitário
8244,60484.3,Utilitário
8245,40564.43,Passeio
8246,48235.18,Passeio
8247,50225.42,Passeio
8248,21239.77,Utilitário
8249,27933.1,Moto
8250,55044.17,Moto
8251,38944.56,Passeio
8252,65850.87,Moto
8253,64502.11,Utilitário
8254,60787.53,Utilitário
8255,77296.58,Moto
8256,48753.66,Moto
8257,59733.23,Utilitário
8258,41233.99,Passeio
8259,86785.55,Passeio
8260,79754.5,Moto
8261,50178.21,Moto
8262,55798.79,Passeio
8263,70389.46,Moto
8264,47792.91,Moto
8265,40150.64,Moto
8266,63109.85,Utilitário
8267,51176.59,Passeio
8268,52744.92,Moto
8269,37485.93,Moto
8270,24234.92,Moto
8271,53542.14,Moto
8272,63574.43,Moto
8273,46612.9,Moto
8274,71546.44,Utilitário
8275,39441.26,Utilitário
8276,34179.43,Utilitário
8277,48991.55,Utilitário
8278,48761.11,Moto
8279,61549.53,Moto
8280,38375.56,Moto
8281,70521.41,Utilitário
8282,79503.75,Utilitário
8283,49412.84,Utilitário
8284,68745.66,Passeio
8285,34152.54,Moto
8286,66128.32,Utilitário
8287,65709.15,Utilitário
8288,62951.56,Moto
8289,49766.55,Passeio
8290,15000.0,Utilitário
8291,40374.09,Passeio
8292,40611.26,Utilitário
8293,35326.18,Utilitário
8294,51833.65,Moto
8295,43715.55,Passeio
8296,37630.82,Utilitário
8297,34118.0,Moto
8298,39267.31,Utilitário
8299,66822.49,Moto
8300,40084.62,Utilitário
8301,42275.92,Moto
8302,43149.54,Utilitário
8303,55084.9,Moto
8304,56843.74,Moto
8305,15000.0,Passeio
8306,65324.53,Moto
8307,71545.52,Passeio
8308,34247.2,Moto
8309,35415.53,Moto
8310,43246.2,Moto
8311,38659.94,Moto
8312,53358.9,Passeio
8313,20802.12,Moto
8314,33231.09,Moto
8315,73087.96,Moto
8316,36076.7,Moto
8317,68651.42,Moto
8318,55330.07,Moto
8319,22860.98,Utilitário
8320,59529.94,Passeio
8321,48234.99,Passeio
8322,43167.99,Moto
8323,53674.36,Utilitário
8324,57119.5,Utilitário
8325,60613.88,Passeio
8326,67673.79,Utilitário
8327,56122.04,Utilitário
8328,29365.49,Passeio
8329,42895.32,Passeio
8330,94145.73,Passeio
8331,60867.37,Moto
8332,85539.31,Passeio
8333,70931.51,Passeio
8334,53627.03,Utilitário
8335,54521.11,Utilitário
8336,49451.3,Passeio
8337,23932.93,Passeio
8338,50270.71,Utilitário
8339,68160.12,Passeio
8340,41005.4,Moto
8341,56179.29,Passeio
8342,62773.87,Utilitário
8343,36354.79,Moto
8344,43230.46,Passeio
8345,34731.33,Utilitário
8346,37667.52,Utilitário
8347,30685.92,Utilitário
8348,36493.27,Utilitário
8349,71291.84,Moto
8350,36267.84,Passeio
8351,51896.89,Passeio
8352,42456.97,Passeio
8353,67682.99,Passeio
8354,69667.43,Utilitário
8355,62961.05,Moto
8356,54592.02,Utilitário
8357,46534.11,Moto
8358,32121.88,Passeio
8359,79152.93,Utilitário
8360,38604.9,Utilitário
8361,59954.7,Passeio
8362,65893.48,Moto
8363,41670.79,Moto
8364,65570.19,Moto
8365,61463.2,Utilitário
8366,75919.46,Utilitário
8367,42959.8,Utilitário
8368,30712.04,Moto
8369,42417.65,Utilitário
8370,53132.8,Moto
8371,50873.19,Passeio
8372,44098.43,Utilitário
8373,21362.04,Utilitário
8374,57057.24,Passeio
8375,79585.17,Passeio
8376,56963.77,Moto
8377,59137.03,Passeio
8378,58586.68,Utilitário
8379,55955.7,Passeio
8380,63974.99,Passeio
8381,55930.61,Utilitário
8382,45309.84,Moto
8383,38060.17,Utilitário
8384,46265.4,Utilitário
8385,54711.94,Passeio
8386,45258.76,Passeio
8387,54715.08,Utilitário
8388,56587.25,Passeio
8389,62497.69,Moto
8390,69241.92,Passeio
8391,51170.11,Moto
8392,30383.35,Utilitário
8393,44823.44,Passeio
8394,50660.94,Passeio
8395,22463.47,Moto
8396,70829.97,Moto
8397,52135.67,Utilitário
8398,55720.29,Utilitário
8399,70482.9,Utilitário
8400,40547.86,Utilitário
8401,58610.63,Moto
8402,48352.04,Passeio
8403,47238.7,Passeio
8404,38417.11,Utilitário
8405,74984.05,Passeio
8406,44367.5,Utilitário
8407,60491.96,Passeio
8408,21874.89,Passeio
8409,67699.83,Passeio
8410,65783.17,Passeio
8411,51461.51,Moto
8412,46595.86,Passeio
8413,56000.0,Moto
8414,84331.86,Moto
8415,23551.45,Moto
8416,61730.41,Passeio
8417,36325.74,Utilitário
8418,49701.22,Utilitário
8419,46281.8,Moto
8420,43575.23,Moto
8421,49843.02,Passeio
8422,32987.43,Utilitário
8423,65437.71,Moto
8424,23087.85,Utilitário
8425,58096.47,Utilitário
8426,45101.96,Passeio
8427,32436.13,Moto
8428,53035.75,Passeio
8429,26645.73,Utilitário
8430,50595.71,Utilitário
8431,28656.85,Moto
8432,56919.08,Moto
8433,36134.64,Passeio
8434,43235.09,Passeio
8435,54409.24,Passeio
8436,38411.87,Moto
8437,49130.54,Moto
8438,27292.54,Moto
8439,59463.13,Utilitário
8440,76473.71,Passeio
8441,91883.13,Passeio
8442,51367.52,Moto
8443,61823.06,Moto
8444,23290.61,Passeio
8445,72541.01,Utilitário
8446,61643.43,Passeio
8447,42741.0,Moto
8448,68557.71,Passeio
8449,46182.86,Passeio
8450,43129.62,Passeio
8451,57130.02,Utilitário
8452,34049.68,Moto
8453,65324.37,Passeio
8454,34160.15,Utilitário
8455,34249.18,Passeio
8456,36354.65,Utilitário
8457,61392.5,Moto
8458,40748.37,Moto
8459,29780.06,Utilitário
8460,40914.8,Utilitário
8461,49519.36,Passeio
8462,32285.41,Utilitário
8463,32724.78,Moto
8464,81669.45,Moto
8465,37091.52,Moto
8466,45154.36,Moto
8467,44491.44,Moto
8468,43679.65,Moto
8469,59320.2,Moto
8470,64222.14,Passeio
8471,45410.68,Moto
8472,31452.83,Utilitário
8473,69116.6,Utilitário
8474,48569.88,Passeio
8475,75954.83,Moto
8476,16316.21,Moto
8477,52931.05,Moto
8478,78779.1,Moto
8479,44701.04,Moto
8480,46617.6,Moto
8481,54432.68,Passeio
8482,41618.06,Passeio
8483,45318.92,Utilitário
8484,44932.77,Utilitário
8485,40588.69,Utilitário
8486,68432.85,Moto
8487,56916.17,Passeio
8488,53759.42,Passeio
8489,62128.57,Moto
8490,46034.66,Moto
8491,38386.94,Passeio
8492,40960.64,Utilitário
8493,50026.75,Utilitário
8494,34111.82,Utilitário
8495,42496.08,Utilitário
8496,42258.25,Utilitário
8497,81868.34,Utilitário
8498,15000.0,Passeio
8499,47305.7,Moto
8500,75885.41,Passeio
8501,51827.67,Passeio
8502,61301.26,Moto
8503,51497.39,Utilitário
8504,39990.0,Utilitário
8505,16371.26,Moto
8506,53081.84,Passeio
8507,38365.9,Moto
8508,37994.97,Passeio
8509,42515.19,Moto
8510,76172.92,Moto
8511,86072.56,Passeio
8512,53258.12,Utilitário
8513,43028.49,Passeio
8514,32341.6,Passeio
8515,57028.1,Utilitário
8516,76743.58,Utilitário
8517,46289.89,Utilitário
8518,15000.0,Passeio
8519,60050.75,Moto
8520,64781.0,Utilitário
8521,26212.32,Moto
8522,52647.26,Passeio
8523,56768.39,Utilitário
8524,48903.39,Passeio
8525,38138.44,Moto
8526,65239.06,Passeio
8527,43949.3,Utilitário
8528,27722.21,Utilitário
8529,19257.88,Passeio
8530,68912.74,Moto
8531,59249.96,Passeio
8532,51319.6,Passeio
8533,43395.88,Utilitário
8534,42065.02,Utilitário
8535,33863.95,Utilitário
8536,43528.17,Passeio
8537,18198.69,Passeio
8538,38959.05,Moto
8539,45335.94,Passeio
8540,59148.2,Passeio
8541,49401.1,Moto
8542,61923.85,Utilitário
8543,70237.03,Utilitário
8544,65872.55,Moto
8545,57057.65,Moto
8546,50177.94,Moto
8547,35288.18,Passeio
8548,61099.16,Utilitário
8549,75196.21,Moto
8550,55131.59,Passeio
8551,78758.89,Utilitário
8552,27116.42,Passeio
8553,32687.55,Moto
8554,62828.02,Moto
8555,53964.35,Moto
8556,69706.73,Moto
8557,49767.93,Moto
8558,36980.37,Moto
8559,46796.1,Passeio
8560,27009.74,Utilitário
8561,33071.14,Utilitário
8562,64586.66,Utilitário
8563,63091.81,Passeio
8564,55445.06,Passeio
8565,24183.84,Moto
8566,44623.95,Utilitário
8567,31625.0,Passeio
8568,67648.0,Passeio
8569,41244.17,Utilitário
8570,33713.78,Passeio
8571,50446.94,Moto
8572,40397.68,Utilitário
8573,72256.16,Moto
8574,38977.84,Passeio
8575,29011.58,Passeio
8576,17706.3,Passeio
8577,49538.2,Utilitário
8578,41571.05,Passeio
8579,28566.43,Utilitário
8580,67838.4,Passeio
8581,60008.68,Moto
8582,49576.73,Moto
8583,70464.89,Utilitário
8584,59938.04,Passeio
8585,37657.16,Utilitário
8586,34411.7,Passeio
8587,62269.72,Utilitário
8588,55945.5,Moto
8589,52546.22,Utilitário
8590,37302.53,Passeio
8591,59119.21,Utilitário
8592,38667.52,Moto
8593,48470.2,Passeio
8594,71704.16,Moto
8595,40087.49,Passeio
8596,26405.16,Passeio
8597,34211.79,Moto
8598,64914.48,Passeio
8599,53820.97,Utilitário
8600,48066.84,Passeio
8601,42363.59,Utilitário
8602,57280.4,Passeio
8603,37263.43,Moto
8604,54584.98,Utilitário
8605,39031.18,Passeio
8606,36535.11,Moto
8607,40437.69,Passeio
8608,44368.89,Utilitário
8609,49267.55,Utilitário
8610,53531.84,Passeio
8611,15000.0,Utilitário
8612,37885.24,Moto
8613,44126.45,Utilitário
8614,72575.93,Passeio
8615,33799.96,Utilitário
8616,52441.95,Utilitário
8617,72425.45,Utilitário
8618,30305.47,Passeio
8619,55909.63,Passeio
8620,37965.92,Utilitário
8621,42430.49,Utilitário
8622,37953.34,Utilitário
8623,39022.14,Moto
8624,90828.68,Passeio
8625,62666.84,Passeio
8626,66526.07,Passeio
8627,57379.9,Passeio
8628,25906.15,Moto
8629,55924.37,Passeio
8630,66093.94,Utilitário
8631,37199.01,Passeio
8632,64479.9,Utilitário
8633,60565.04,Passeio
8634,77780.6,Moto
8635,43733.25,Moto
8636,33535.84,Moto
8637,44575.58,Moto
8638,71533.56,Moto
8639,22573.91,Passeio
8640,18974.36,Utilitário
8641,51340.93,Utilitário
8642,43361.16,Passeio
8643,50115.92,Utilitário
8644,64179.68,Utilitário
8645,41711.46,Utilitário
8646,21904.91,Passeio
8647,80667.22,Passeio
8648,35041.58,Utilitário
8649,34114.44,Passeio
8650,66555.8,Moto
8651,44232.66,Moto
8652,49049.15,Utilitário
8653,57241.85,Moto
8654,66253.75,Moto
8655,44998.09,Passeio
8656,72799.28,Moto
8657,17963.0,Utilitário
8658,61396.81,Moto
8659,37407.09,Moto
8660,70584.07,Moto
8661,52130.67,Passeio
8662,39906.42,Passeio
8663,59942.62,Passeio
8664,63397.83,Moto
8665,59628.41,Passeio
8666,34554.56,Passeio
8667,42739.74,Passeio
8668,49938.91,Utilitário
8669,49381.11,Utilitário
8670,61246.18,Moto
8671,19776.48,Moto
8672,55014.91,Passeio
8673,45650.28,Utilitário
8674,37422.49,Moto
8675,38862.7,Moto
8676,46781.94,Passeio
8677,15000.0,Utilitário
8678,39480.66,Utilitário
8679,36862.78,Moto
8680,57991.75,Passeio
8681,37917.1,Moto
8682,46773.29,Passeio
8683,73134.15,Utilitário
8684,64915.27,Moto
8685,63534.07,Passeio
8686,42501.91,Passeio
8687,58145.48,Passeio
8688,46491.53,Moto
8689,47058.6,Moto
8690,56145.28,Moto
8691,41045.1,Utilitário
8692,72395.05,Passeio
8693,47598.05,Passeio
8694,59275.41,Passeio
8695,71834.01,Passeio
8696,65474.81,Utilitário
8697,28866.21,Passeio
8698,56673.44,Utilitário
8699,62760.79,Moto
8700,63377.95,Moto
8701,33300.58,Passeio
8702,40144.47,Moto
8703,64918.37,Passeio
8704,38573.59,Utilitário
8705,45504.56,Moto
8706,73638.14,Moto
8707,49283.01,Utilitário
8708,39098.39,Utilitário
8709,36835.74,Utilitário
8710,54990.79,Passeio
8711,30002.78,Passeio
8712,46289.96,Moto
8713,54998.46,Moto
8714,69487.25,Utilitário
8715,60013.22,Passeio
8716,39289.02,Utilitário
8717,67676.29,Utilitário
8718,45507.27,Passeio
8719,31464.45,Moto
8720,47419.38,Moto
8721,71572.54,Moto
8722,52478.6,Moto
8723,50187.83,Moto
8724,74558.17,Passeio
8725,28529.68,Passeio
8726,30716.01,Utilitário
8727,25762.3,Moto
8728,55589.72,Moto
8729,52497.4,Passeio
8730,73141.05,Utilitário
8731,53652.13,Passeio
8732,43937.64,Passeio
8733,50026.92,Moto
8734,51765.61,Passeio
8735,24923.58,Passeio
8736,90654.97,Moto
8737,57798.07,Moto
8738,53150.12,Moto
8739,59227.46,Moto
8740,60641.16,Passeio
8741,47891.7,Passeio
8742,40531.38,Moto
8743,58991.76,Passeio
8744,55785.66,Passeio
8745,37851.65,Utilitário
8746,71285.53,Utilitário
8747,54400.28,Utilitário
8748,60947.29,Passeio
8749,70878.81,Moto
8750,50328.33,Passeio
8751,54754.28,Utilitário
8752,62150.41,Passeio
8753,39127.08,Utilitário
8754,50810.77,Moto
8755,51883.23,Moto
8756,35659.12,Moto
8757,84764.55,Moto
8758,28890.6,Utilitário
8759,30528.44,Utilitário
8760,69713.4,Utilitário
8761,60698.99,Passeio
8762,34610.53,Utilitário
8763,59109.34,Moto
8764,72017.76,Utilitário
8765,49546.05,Utilitário
8766,88982.34,Passeio
8767,24139.07,Passeio
8768,60407.35,Passeio
8769,67497.93,Passeio
8770,63370.16,Utilitário
8771,46934.66,Utilitário
8772,45643.38,Moto
8773,56662.18,Moto
8774,62236.32,Passeio
8775,59037.1,Utilitário
8776,65600.87,Moto
8777,34716.95,Utilitário
8778,46583.44,Utilitário
8779,35899.76,Utilitário
8780,44208.31,Utilitário
8781,65228.31,Passeio
8782,51619.76,Moto
8783,89102.89,Utilitário
8784,52901.1,Utilitário
8785,50895.38,Utilitário
8786,51592.74,Moto
8787,40432.87,Passeio
8788,49132.45,Passeio
8789,66916.82,Utilitário
8790,51709.56,Utilitário
8791,38098.1,Passeio
8792,36123.73,Moto
8793,43246.97,Utilitário
8794,51107.95,Moto
8795,67903.8,Passeio
8796,29892.67,Utilitário
8797,45202.61,Utilitário
8798,52164.65,Moto
8799,22494.41,Moto
8800,37496.03,Moto
8801,39801.67,Utilitário
8802,38060.44,Passeio
8803,52878.34,Passeio
8804,47591.61,Passeio
8805,41670.71,Moto
8806,56419.44,Moto
8807,75846.12,Passeio
8808,74588.85,Utilitário
8809,21158.42,Passeio
8810,58656.08,Moto
8811,47329.65,Moto
8812,52327.33,Moto
8813,44025.75,Moto
8814,51763.83,Passeio
8815,52271.11,Passeio
8816,41315.72,Utilitário
8817,36554.49,Moto
8818,43269.56,Passeio
8819,53513.89,Moto
8820,58984.95,Moto
8821,62800.23,Moto
8822,42587.15,Utilitário
8823,54257.67,Moto
8824,64437.54,Moto
8825,67483.92,Passeio
8826,49117.51,Moto
8827,46686.02,Utilitário
8828,52866.86,Utilitário
8829,32754.39,Moto
8830,47095.86,Utilitário
8831,61168.8,Utilitário
8832,59629.21,Utilitário
8833,45945.99,Utilitário
8834,53265.77,Passeio
8835,37630.24,Moto
8836,60552.38,Passeio
8837,48832.68,Passeio
8838,45860.73,Passeio
8839,44574.14,Utilitário
8840,49056.59,Utilitário
8841,43281.84,Utilitário
8842,59872.15,Moto
8843,44070.75,Moto
8844,73894.46,Moto
8845,71978.16,Utilitário
8846,36626.85,Utilitário
8847,51045.56,Utilitário
8848,40240.15,Passeio
8849,45100.29,Passeio
8850,80036.41,Utilitário
8851,45386.43,Passeio
8852,55403.39,Utilitário
8853,58119.82,Utilitário
8854,34990.56,Passeio
8855,37173.57,Utilitário
8856,31909.66,Moto
8857,36710.44,Moto
8858,15000.0,Passeio
8859,58168.74,Utilitário
8860,80812.91,Utilitário
8861,52217.31,Utilitário
8862,28755.97,Passeio
8863,40358.35,Utilitário
8864,43116.85,Moto
8865,34736.23,Moto
8866,62902.74,Moto
8867,62153.9,Passeio
8868,32668.22,Moto
8869,60876.22,Moto
8870,72902.19,Passeio
8871,78538.37,Utilitário
8872,92978.18,Utilitário
8873,36470.11,Utilitário
8874,92363.31,Moto
8875,44686.9,Utilitário
8876,41113.02,Moto
8877,54906.09,Utilitário
8878,41269.08,Moto
8879,55985.66,Passeio
8880,30198.84,Moto
8881,46418.71,Passeio
8882,69283.73,Passeio
8883,49144.08,Passeio
8884,52123.94,Utilitário
8885,57128.88,Utilitário
8886,67559.92,Utilitário
8887,25171.63,Passeio
8888,58767.86,Passeio
8889,45977.91,Moto
8890,52499.57,Moto
8891,65899.25,Passeio
8892,32087.2,Passeio
8893,34810.33,Utilitário
8894,20968.55,Utilitário
8895,41762.62,Moto
8896,69956.49,Passeio
8897,48191.19,Utilitário
8898,29898.13,Utilitário
8899,42714.82,Moto
8900,27682.07,Utilitário
8901,33122.21,Moto
8902,55832.28,Utilitário
8903,32391.9,Passeio
8904,66689.51,Utilitário
8905,48933.2,Moto
8906,51283.92,Passeio
8907,45824.41,Utilitário
8908,61592.72,Moto
8909,61747.4,Utilitário
8910,55025.82,Moto
8911,58471.84,Moto
8912,46818.65,Moto
8913,58133.05,Utilitário
8914,44931.83,Utilitário
8915,50033.47,Moto
8916,45880.34,Moto
8917,43141.72,Moto
8918,39663.32,Moto
8919,57015.35,Moto
8920,69659.09,Moto
8921,67566.53,Moto
8922,31151.52,Moto
8923,69338.05,Utilitário
8924,45227.62,Passeio
8925,59011.0,Passeio
8926,36406.77,Utilitário
8927,52129.7,Moto
8928,54705.85,Utilitário
8929,27730.93,Moto
8930,59124.01,Passeio
8931,70189.03,Utilitário
8932,47380.28,Passeio
8933,70402.52,Utilitário
8934,47154.6,Utilitário
8935,62743.77,Passeio
8936,16721.45,Passeio
8937,86281.67,Passeio
8938,72431.87,Moto
8939,45730.62,Passeio
8940,20418.66,Passeio
8941,54320.43,Passeio
8942,28341.12,Utilitário
8943,56672.8,Moto
8944,56173.49,Utilitário
8945,35878.95,Moto
8946,66814.51,Passeio
8947,62083.62,Utilitário
8948,64637.35,Utilitário
8949,50132.87,Moto
8950,28767.14,Moto
8951,64668.08,Passeio
8952,45944.43,Passeio
8953,29153.3,Passeio
8954,70280.59,Utilitário
8955,81491.11,Passeio
8956,49381.28,Passeio
8957,82386.82,Passeio
8958,51369.72,Utilitário
8959,44293.16,Moto
8960,40543.12,Utilitário
8961,74556.24,Passeio
8962,38297.84,Moto
8963,61029.04,Utilitário
8964,41612.54,Passeio
8965,43095.4,Utilitário
8966,65453.75,Utilitário
8967,44299.45,Passeio
8968,43928.07,Passeio
8969,66992.07,Moto
8970,73960.96,Moto
8971,59670.35,Moto
8972,40178.45,Passeio
8973,42340.87,Utilitário
8974,51198.73,Moto
8975,54813.95,Passeio
8976,35182.01,Moto
8977,60845.57,Passeio
8978,51282.7,Utilitário
8979,24264.38,Passeio
8980,36066.1,Moto
8981,42438.07,Passeio
8982,48907.13,Utilitário
8983,78339.18,Moto
8984,53572.57,Moto
8985,37388.42,Utilitário
8986,53309.46,Passeio
8987,44718.68,Utilitário
8988,54871.37,Utilitário
8989,58708.52,Utilitário
8990,68138.46,Passeio
8991,49635.7,Moto
8992,74584.41,Utilitário
8993,63620.34,Passeio
8994,39388.41,Moto
8995,83147.83,Passeio
8996,54904.92,Utilitário
8997,37473.13,Utilitário
8998,74793.7,Passeio
8999,81166.66,Passeio
9000,49504.62,Utilitário
9001,42445.25,Passeio
9002,47414.38,Utilitário
9003,60720.98,Passeio
9004,69167.85,Moto
9005,58557.31,Passeio
9006,51525.85,Moto
9007,72470.18,Passeio
9008,45307.45,Passeio
9009,65463.79,Moto
9010,45679.06,Utilitário
9011,56465.34,Moto
9012,48296.56,Passeio
9013,49162.22,Utilitário
9014,44339.2,Utilitário
9015,70172.81,Passeio
9016,39006.11,Moto
9017,38896.52,Utilitário
9018,81814.9,Moto
9019,64667.71,Utilitário
9020,15000.0,Passeio
9021,41521.12,Utilitário
9022,22820.16,Passeio
9023,35739.64,Passeio
9024,15000.0,Passeio
9025,47945.16,Utilitário
9026,32870.87,Moto
9027,50898.58,Moto
9028,25623.18,Utilitário
9029,51243.68,Moto
9030,43776.26,Moto
9031,72529.29,Moto
9032,71170.35,Passeio
9033,61780.18,Utilitário
9034,45100.79,Utilitário
9035,79780.71,Passeio
9036,26704.47,Utilitário
9037,28946.62,Passeio
9038,48743.25,Moto
9039,83810.57,Passeio
9040,46964.92,Passeio
9041,47251.32,Moto
9042,28371.34,Utilitário
9043,64188.94,Moto
9044,64297.64,Passeio
9045,61836.13,Utilitário
9046,40561.69,Passeio
9047,39399.4,Utilitário
9048,30603.17,Moto
9049,51258.09,Utilitário
9050,33793.89,Moto
9051,32338.75,Utilitário
9052,43644.64,Passeio
9053,42662.66,Utilitário
9054,41930.32,Utilitário
9055,56996.67,Moto
9056,51185.72,Moto
9057,45677.66,Utilitário
9058,52745.19,Passeio
9059,35127.09,Utilitário
9060,51579.18,Utilitário
9061,52259.04,Passeio
9062,27454.3,Moto
9063,64935.41,Utilitário
9064,36778.49,Utilitário
9065,51354.65,Utilitário
9066,67466.18,Moto
9067,63885.15,Passeio
9068,50515.0,Passeio
9069,44562.51,Passeio
9070,64212.68,Utilitário
9071,60120.42,Moto
9072,40724.52,Passeio
9073,38076.6,Utilitário
