id_sinistro,id_apolice,data_ocorrencia,tipo_sinistro,valor_reclamado,grande_monta
4420,3420,2026-02-15,Roubo,23530.15,1
4421,3421,2025-08-13,Colisão,26776.87,0
4422,3422,2026-04-10,Roubo,18040.58,0
4423,3423,2025-12-28,Roubo,15158.25,0
4424,3424,2025-08-04,Alagamento,13908.7,0
4425,3425,2025-06-12,Colisão,8307.92,0
4426,3426,2025-10-28,Colisão,32755.39,0
4427,3427,2025-12-02,Alagamento,13553.77,0
4428,3428,2025-09-14,Roubo,18913.93,0
4429,3429,2025-12-12,Alagamento,18576.26,0
4430,3430,2025-07-09,Colisão,22126.9,0
4431,3431,2026-04-09,Alagamento,25216.33,0
4432,3432,2026-03-18,Roubo,25488.21,0
4433,3433,2025-08-09,Colisão,16714.91,0
4434,3434,2025-08-01,Alagamento,19242.92,0
4435,3435,2025-10-12,Roubo,21976.02,0
4436,3436,2025-12-20,Colisão,18747.17,0
4437,3437,2025-08-21,Alagamento,30027.39,0
4438,3438,2026-04-11,Alagamento,23242.56,0
4439,3439,2025-08-10,Alagamento,24724.9,0
4440,3440,2026-02-09,Roubo,24287.33,0
4441,3441,2025-08-08,Roubo,27390.5,0
4442,3442,2026-02-25,Colisão,21358.79,0
4443,3443,2025-06-15,Roubo,12377.01,0
4444,3444,2025-12-06,Roubo,22687.75,0
4445,3445,2025-08-09,Roubo,16299.94,0
4446,3446,2025-04-26,Roubo,17045.9,0
4447,3447,2025-08-27,Roubo,23822.29,0
4448,3448,2025-09-15,Roubo,27784.38,0
4449,3449,2025-12-26,Colisão,20387.89,0
4450,3450,2026-03-23,Alagamento,22135.57,0
4451,3451,2025-11-13,Alagamento,30603.97,0
4452,3452,2026-04-24,Colisão,21721.81,0
4453,3453,2026-02-26,Roubo,36070.56,0
4454,3454,2026-01-20,Alagamento,23695.55,0
4455,3455,2025-06-11,Alagamento,9557.43,0
4456,3456,2025-06-12,Colisão,24837.11,0
4457,3457,2026-03-30,Colisão,22575.14,0
4458,3458,2025-10-13,Alagamento,28097.19,0
4459,3459,2025-06-28,Roubo,24349.93,0
4460,3460,2025-11-05,Colisão,19417.14,0
4461,3461,2026-01-22,Roubo,12817.84,0
4462,3462,2026-03-24,Roubo,18988.26,1
4463,3463,2026-03-05,Roubo,15089.5,0
4464,3464,2025-12-07,Alagamento,16730.43,0
4465,3465,2026-04-03,Roubo,23835.75,0
4466,3466,2025-10-16,Alagamento,30407.6,0
4467,3467,2025-11-11,Colisão,22657.26,0
4468,3468,2025-05-16,Roubo,12990.53,0
4469,3469,2025-08-02,Alagamento,22960.72,0
4470,3470,2026-01-27,Colisão,27531.24,0
4471,3471,2025-11-14,Alagamento,16552.61,1
4472,3472,2026-01-03,Roubo,19444.11,1
4473,3473,2025-12-11,Roubo,20347.88,0
4474,3474,2025-06-05,Alagamento,15488.33,0
4475,3475,2025-07-14,Roubo,24198.59,1
4476,3476,2025-06-25,Roubo,19523.54,0
4477,3477,2026-02-04,Alagamento,22808.36,0
4478,3478,2025-12-21,Alagamento,14864.81,0
4479,3479,2025-08-30,Roubo,17599.92,0
4480,3480,2025-12-23,Roubo,24648.95,1
4481,3481,2025-08-07,Colisão,17992.69,0
4482,3482,2026-02-24,Roubo,30754.38,0
4483,3483,2026-01-25,Roubo,17829.79,0
4484,3484,2025-11-30,Roubo,21624.15,1
4485,3485,2025-04-22,Alagamento,25926.51,0
4486,3486,2025-10-11,Colisão,11638.38,0
4487,3487,2025-06-14,Roubo,9557.15,0
4488,3488,2025-05-30,Alagamento,10986.31,0
4489,3489,2025-05-11,Colisão,27932.07,0
4490,3490,2026-03-09,Roubo,16904.65,0
4491,3491,2025-12-25,Roubo,35806.28,0
4492,3492,2026-03-31,Colisão,16829.35,0
4493,3493,2025-06-18,Colisão,21380.24,1
4494,3494,2026-03-18,Alagamento,29630.92,0
4495,3495,2025-05-19,Colisão,32450.81,0
4496,3496,2026-01-31,Alagamento,32787.57,0
4497,3497,2026-02-20,Roubo,27602.56,0
4498,3498,2025-06-02,Colisão,26482.44,0
4499,3499,2025-08-30,Roubo,23859.75,1
4500,3500,2025-07-09,Roubo,24989.17,0
4501,3501,2025-05-27,Roubo,16908.74,0
4502,3502,2025-08-12,Alagamento,15285.94,0
4503,3503,2025-04-26,Roubo,20238.11,0
4504,3504,2025-12-29,Colisão,19224.3,0
4505,3505,2025-12-27,Colisão,17504.08,1
4506,3506,2025-07-16,Roubo,24490.97,0
4507,3507,2026-04-22,Colisão,26064.56,0
4508,3508,2026-03-04,Roubo,20795.91,0
4509,3509,2025-06-07,Alagamento,29238.43,0
4510,3510,2025-10-24,Roubo,13319.9,0
4511,3511,2025-08-30,Roubo,19081.63,1
4512,3512,2025-11-10,Alagamento,15902.07,0
4513,3513,2026-02-22,Colisão,8914.58,0
4514,3514,2025-09-20,Colisão,19756.11,0
4515,3515,2026-02-16,Colisão,19518.68,0
4516,3516,2025-05-29,Roubo,29456.73,0
4517,3517,2026-02-18,Roubo,24092.42,0
4518,3518,2025-06-29,Alagamento,14034.03,0
4519,3519,2026-03-04,Colisão,31527.02,0
4520,3520,2025-11-15,Colisão,27679.55,0
4521,3521,2026-03-17,Roubo,23796.36,0
4522,3522,2026-05-03,Colisão,18882.14,0
4523,3523,2025-12-08,Alagamento,14427.54,0
4524,3524,2025-05-21,Colisão,17996.5,0
4525,3525,2026-03-01,Alagamento,26875.57,0
4526,3526,2025-11-01,Roubo,31712.35,0
4527,3527,2025-05-03,Roubo,29637.81,0
4528,3528,2026-03-02,Roubo,17287.59,0
4529,3529,2025-05-23,Roubo,13454.04,0
4530,3530,2025-05-09,Alagamento,21114.86,0
4531,3531,2025-05-20,Alagamento,9510.77,1
4532,3532,2025-10-01,Roubo,22222.69,0
4533,3533,2025-10-09,Alagamento,19361.55,0
4534,3534,2026-01-12,Alagamento,17426.24,0
4535,3535,2025-05-15,Alagamento,10566.67,0
4536,3536,2026-04-07,Colisão,23380.06,0
4537,3537,2026-03-01,Alagamento,17021.08,1
4538,3538,2025-12-26,Colisão,13148.35,0
4539,3539,2026-01-12,Roubo,6077.58,0
4540,3540,2025-05-26,Colisão,20091.39,0
4541,3541,2025-09-29,Colisão,31029.62,0
4542,3542,2026-02-08,Alagamento,30355.06,1
4543,3543,2025-07-23,Roubo,17480.57,0
4544,3544,2025-08-28,Roubo,16598.62,0
4545,3545,2026-03-05,Roubo,23107.63,0
4546,3546,2025-08-01,Alagamento,14190.84,0
4547,3547,2026-04-21,Alagamento,22092.78,0
4548,3548,2026-04-15,Alagamento,24914.53,0
4549,3549,2025-11-13,Roubo,27715.4,0
4550,3550,2025-07-21,Roubo,19649.92,0
4551,3551,2025-11-20,Alagamento,19020.77,0
4552,3552,2025-07-10,Colisão,14922.6,0
4553,3553,2025-07-21,Colisão,15233.18,0
4554,3554,2025-12-14,Colisão,18882.17,0
4555,3555,2025-07-13,Roubo,22491.31,0
4556,3556,2025-12-19,Alagamento,25811.0,0
4557,3557,2025-05-14,Alagamento,15377.23,0
4558,3558,2025-07-17,Colisão,29330.55,0
4559,3559,2026-02-15,Colisão,18610.84,0
4560,3560,2026-03-29,Colisão,20128.75,0
4561,3561,2025-06-15,Alagamento,15717.37,0
4562,3562,2025-11-16,Roubo,6077.58,1
4563,3563,2025-06-19,Roubo,25631.47,0
4564,3564,2025-12-06,Roubo,24736.84,0
4565,3565,2025-07-02,Colisão,18548.82,1
4566,3566,2025-06-03,Alagamento,20665.76,0
4567,3567,2026-03-13,Roubo,23394.28,0
4568,3568,2025-08-20,Alagamento,10762.11,0
4569,3569,2025-05-05,Colisão,17043.25,1
4570,3570,2026-01-30,Roubo,25085.82,0
4571,3571,2025-09-25,Colisão,12635.56,0
4572,3572,2025-10-07,Colisão,22042.74,0
4573,3573,2026-03-06,Alagamento,12013.87,1
4574,3574,2025-08-23,Alagamento,23093.38,0
4575,3575,2025-07-03,Colisão,20042.0,0
4576,3576,2025-11-30,Roubo,10442.51,0
4577,3577,2025-09-23,Roubo,27337.41,0
4578,3578,2025-08-19,Colisão,15794.07,0
4579,3579,2025-12-08,Roubo,15334.24,1
4580,3580,2025-07-14,Roubo,21477.59,0
4581,3581,2026-02-04,Alagamento,27239.55,0
4582,3582,2025-05-14,Roubo,14084.87,1
4583,3583,2026-04-27,Colisão,20633.48,0
4584,3584,2025-07-17,Colisão,22864.78,0
4585,3585,2025-06-01,Alagamento,24471.02,0
4586,3586,2026-04-18,Roubo,21330.95,0
4587,3587,2025-12-17,Roubo,18027.97,1
4588,3588,2025-07-04,Colisão,15228.86,0
4589,3589,2026-02-21,Colisão,20782.16,1
4590,3590,2025-09-12,Colisão,13742.6,0
4591,3591,2025-07-16,Colisão,6077.58,1
4592,3592,2025-12-09,Alagamento,22911.84,0
4593,3593,2025-12-22,Alagamento,25752.35,0
4594,3594,2025-11-18,Colisão,6077.58,0
4595,3595,2025-05-15,Colisão,14121.89,0
4596,3596,2025-06-21,Alagamento,24021.58,0
4597,3597,2025-07-16,Colisão,32763.22,0
4598,3598,2026-02-05,Alagamento,20384.99,0
4599,3599,2025-08-16,Alagamento,15834.11,0
4600,3600,2026-02-16,Alagamento,19147.05,1
4601,3601,2025-11-20,Roubo,28614.54,0
4602,3602,2025-11-06,Alagamento,16332.71,0
4603,3603,2025-09-18,Alagamento,15401.46,0
4604,3604,2026-03-18,Colisão,17324.7,1
4605,3605,2026-03-23,Alagamento,14464.68,1
4606,3606,2025-09-17,Colisão,21004.15,0
4607,3607,2025-04-14,Colisão,30132.73,0
4608,3608,2025-12-03,Alagamento,22222.16,0
4609,3609,2026-02-12,Roubo,18724.91,1
4610,3610,2025-07-22,Alagamento,18485.11,0
4611,3611,2026-01-30,Alagamento,10758.19,0
4612,3612,2025-09-07,Roubo,25625.79,0
4613,3613,2026-04-11,Colisão,19785.55,0
4614,3614,2025-11-24,Colisão,19161.73,0
4615,3615,2026-03-29,Colisão,39664.99,0
4616,3616,2025-05-21,Colisão,22074.31,0
4617,3617,2025-07-27,Alagamento,15689.54,0
4618,3618,2025-06-26,Roubo,17667.39,0
4619,3619,2025-08-22,Roubo,27238.39,0
4620,3620,2025-06-13,Alagamento,20947.02,1
4621,3621,2025-09-25,Alagamento,11517.36,0
4622,3622,2026-02-17,Roubo,25845.3,0
4623,3623,2026-03-10,Alagamento,16197.91,1
4624,3624,2025-10-18,Roubo,31643.74,0
4625,3625,2025-07-14,Colisão,26822.7,0
4626,3626,2025-07-31,Alagamento,17539.98,0
4627,3627,2026-01-05,Colisão,28044.1,0
4628,3628,2025-06-22,Colisão,20671.01,0
4629,3629,2026-03-29,Alagamento,25441.42,0
4630,3630,2025-08-20,Alagamento,23204.62,0
4631,3631,2025-11-25,Alagamento,15114.81,0
4632,3632,2026-03-11,Roubo,16347.39,1
4633,3633,2025-07-31,Colisão,26518.29,0
4634,3634,2026-03-23,Alagamento,18223.99,0
4635,3635,2025-12-13,Colisão,17805.41,0
4636,3636,2025-04-30,Roubo,14453.78,0
4637,3637,2026-03-25,Alagamento,22833.07,0
4638,3638,2026-02-15,Roubo,32793.78,0
4639,3639,2025-07-20,Alagamento,13770.59,0
4640,3640,2025-07-05,Roubo,20405.81,0
4641,3641,2025-12-07,Roubo,28841.5,0
4642,3642,2025-07-29,Roubo,19774.59,0
4643,3643,2025-07-22,Alagamento,23007.94,0
4644,3644,2025-06-05,Colisão,13801.83,0
4645,3645,2025-12-27,Colisão,22861.69,0
4646,3646,2025-10-08,Colisão,19121.23,0
4647,3647,2025-06-15,Colisão,26249.47,0
4648,3648,2025-12-27,Colisão,27475.05,0
4649,3649,2026-03-22,Roubo,35996.9,0
4650,3650,2026-03-31,Colisão,23781.38,0
4651,3651,2026-01-20,Roubo,22238.67,0
4652,3652,2025-05-07,Alagamento,21440.0,0
4653,3653,2026-04-13,Roubo,18112.22,0
4654,3654,2025-10-18,Colisão,22315.78,0
4655,3655,2025-05-11,Alagamento,18463.29,0
4656,3656,2025-10-22,Roubo,21282.45,0
4657,3657,2025-10-25,Colisão,28266.42,1
4658,3658,2025-12-03,Roubo,14141.27,0
4659,3659,2026-01-16,Colisão,27186.32,0
4660,3660,2026-03-24,Alagamento,28263.49,0
4661,3661,2025-07-15,Alagamento,19541.04,0
4662,3662,2025-11-05,Alagamento,7362.86,0
4663,3663,2025-08-20,Roubo,16564.52,0
4664,3664,2025-10-01,Colisão,28141.21,1
4665,3665,2026-01-09,Colisão,20119.63,0
4666,3666,2025-10-04,Alagamento,14185.27,0
4667,3667,2026-02-06,Roubo,17190.8,0
4668,3668,2026-01-09,Roubo,25367.55,0
4669,3669,2025-12-09,Alagamento,23581.43,0
4670,3670,2026-02-12,Roubo,18806.48,0
4671,3671,2025-07-07,Alagamento,18029.21,1
4672,3672,2026-02-07,Alagamento,17877.67,0
4673,3673,2026-03-18,Alagamento,14652.59,0
4674,3674,2026-03-27,Alagamento,30076.2,0
4675,3675,2025-11-07,Alagamento,18299.68,0
4676,3676,2025-08-26,Roubo,27656.0,0
4677,3677,2026-03-07,Colisão,29504.54,0
4678,3678,2025-08-25,Alagamento,26325.93,0
4679,3679,2026-03-05,Alagamento,17635.4,0
4680,3680,2025-09-11,Roubo,22712.32,0
4681,3681,2025-08-02,Roubo,20111.56,0
4682,3682,2025-08-17,Colisão,14766.29,0
4683,3683,2025-07-19,Roubo,22229.93,0
4684,3684,2026-01-16,Roubo,13092.9,0
4685,3685,2026-04-01,Roubo,27476.83,0
4686,3686,2025-09-09,Alagamento,17434.86,0
4687,3687,2025-05-05,Roubo,21481.18,0
4688,3688,2025-11-27,Colisão,21980.32,1
4689,3689,2026-02-26,Alagamento,18685.1,0
4690,3690,2025-07-28,Roubo,23824.29,0
4691,3691,2025-05-10,Alagamento,17372.35,1
4692,3692,2026-03-29,Colisão,25554.0,1
4693,3693,2025-12-21,Colisão,12078.31,0
4694,3694,2026-01-22,Roubo,21026.7,0
4695,3695,2026-02-18,Alagamento,32042.62,0
4696,3696,2025-12-12,Alagamento,14179.02,0
4697,3697,2025-05-19,Alagamento,16139.56,0
4698,3698,2026-03-05,Colisão,23381.93,0
4699,3699,2025-10-30,Roubo,21350.04,0
4700,3700,2025-07-23,Alagamento,22389.6,0
4701,3701,2025-11-09,Alagamento,23231.69,0
4702,3702,2025-08-09,Alagamento,24116.19,0
4703,3703,2025-06-07,Alagamento,27002.91,0
4704,3704,2025-06-19,Alagamento,22749.32,0
4705,3705,2025-10-05,Alagamento,18792.35,0
4706,3706,2026-02-15,Alagamento,24346.24,0
4707,3707,2026-02-09,Alagamento,31805.31,0
4708,3708,2025-07-24,Roubo,19452.52,0
4709,3709,2026-02-03,Colisão,14335.83,0
4710,3710,2025-06-17,Colisão,26986.99,0
4711,3711,2025-07-01,Roubo,19526.99,0
4712,3712,2026-03-04,Alagamento,7054.03,0
4713,3713,2025-10-07,Roubo,25408.89,0
4714,3714,2025-07-29,Colisão,17005.11,0
4715,3715,2025-12-15,Roubo,19708.39,0
4716,3716,2026-02-22,Colisão,22276.25,0
4717,3717,2025-12-14,Roubo,21416.39,0
4718,3718,2025-12-26,Roubo,24570.37,0
4719,3719,2026-02-16,Colisão,17611.91,0
4720,3720,2025-06-28,Roubo,23377.06,0
4721,3721,2026-04-01,Roubo,18681.2,0
4722,3722,2025-10-15,Colisão,24748.8,0
4723,3723,2025-05-25,Alagamento,23998.56,0
4724,3724,2026-01-29,Alagamento,14573.41,0
4725,3725,2025-10-29,Alagamento,26858.76,0
4726,3726,2025-11-30,Roubo,17001.25,0
4727,3727,2026-04-01,Roubo,25169.65,0
4728,3728,2025-05-03,Alagamento,22490.83,0
4729,3729,2025-11-25,Colisão,31430.33,0
4730,3730,2025-06-23,Colisão,18900.48,0
4731,3731,2025-11-21,Colisão,18135.61,1
4732,3732,2026-02-28,Roubo,20140.59,0
4733,3733,2025-10-05,Alagamento,18416.01,0
4734,3734,2025-11-28,Alagamento,25120.33,0
4735,3735,2026-02-07,Alagamento,10435.35,0
4736,3736,2025-06-17,Alagamento,13854.77,0
4737,3737,2026-01-26,Alagamento,13768.95,0
4738,3738,2025-09-15,Roubo,26034.19,0
4739,3739,2025-11-22,Colisão,30655.01,0
4740,3740,2025-06-15,Roubo,19623.81,0
4741,3741,2025-11-24,Alagamento,19232.59,0
4742,3742,2025-12-30,Colisão,20684.36,0
4743,3743,2026-02-07,Roubo,27320.03,1
4744,3744,2025-05-12,Colisão,14622.55,0
4745,3745,2026-04-10,Alagamento,21707.32,0
4746,3746,2026-03-08,Colisão,26185.46,0
4747,3747,2025-09-07,Colisão,23304.06,0
4748,3748,2026-02-18,Colisão,21410.81,0
4749,3749,2026-02-23,Roubo,26342.56,0
4750,3750,2025-07-22,Alagamento,6077.58,0
4751,3751,2026-01-11,Roubo,24378.46,0
4752,3752,2025-05-29,Roubo,16283.41,1
4753,3753,2025-05-24,Colisão,9132.79,0
4754,3754,2025-11-09,Colisão,23365.49,0
4755,3755,2025-07-10,Roubo,28607.14,0
4756,3756,2026-04-20,Colisão,19423.26,0
4757,3757,2025-12-30,Alagamento,26049.79,0
4758,3758,2026-02-26,Colisão,30057.37,0
4759,3759,2025-10-18,Colisão,28250.12,0
4760,3760,2025-12-29,Colisão,30225.64,0
4761,3761,2025-09-22,Alagamento,24768.96,1
4762,3762,2025-10-03,Roubo,20717.07,0
4763,3763,2026-01-13,Roubo,10522.53,0
4764,3764,2025-07-02,Roubo,18763.15,0
4765,3765,2025-11-08,Colisão,15133.71,0
4766,3766,2025-09-18,Roubo,33452.7,0
4767,3767,2025-08-13,Alagamento,19189.65,0
4768,3768,2025-11-16,Alagamento,21007.4,0
4769,3769,2025-06-20,Colisão,23610.31,0
4770,3770,2025-10-09,Alagamento,20523.61,0
4771,3771,2025-06-10,Roubo,30560.43,0
4772,3772,2025-07-03,Colisão,16474.41,0
4773,3773,2025-07-21,Colisão,21441.36,0
4774,3774,2025-08-19,Roubo,15746.19,0
4775,3775,2025-10-24,Alagamento,12236.07,0
4776,3776,2025-08-09,Colisão,16540.54,0
4777,3777,2025-06-26,Colisão,20033.52,0
4778,3778,2026-01-13,Alagamento,17649.49,0
4779,3779,2025-12-03,Colisão,16050.37,0
4780,3780,2025-11-12,Colisão,11711.6,0
4781,3781,2025-07-30,Roubo,19753.53,0
4782,3782,2025-06-05,Roubo,11113.55,0
4783,3783,2025-09-26,Colisão,24877.92,1
4784,3784,2026-01-21,Roubo,20759.65,0
4785,3785,2025-12-10,Colisão,11400.22,0
4786,3786,2025-12-18,Roubo,18379.37,1
4787,3787,2025-04-27,Colisão,15687.32,0
4788,3788,2025-08-08,Roubo,22198.42,0
4789,3789,2025-06-08,Colisão,28405.31,0
4790,3790,2025-07-29,Alagamento,8862.1,0
4791,3791,2026-03-22,Roubo,20957.69,0
4792,3792,2026-04-22,Colisão,19285.39,0
4793,3793,2025-08-04,Colisão,24338.74,0
4794,3794,2025-12-05,Alagamento,21554.33,0
4795,3795,2025-12-12,Roubo,15688.46,0
4796,3796,2026-03-28,Alagamento,18319.54,0
4797,3797,2025-12-26,Colisão,15420.7,0
4798,3798,2025-06-07,Roubo,26798.14,1
4799,3799,2025-07-05,Colisão,20388.14,0
4800,3800,2025-05-08,Alagamento,31813.26,0
4801,3801,2025-08-21,Roubo,19889.94,0
4802,3802,2025-09-18,Alagamento,15953.21,1
4803,3803,2026-03-12,Colisão,11058.89,0
4804,3804,2025-04-20,Roubo,9299.88,0
4805,3805,2025-11-19,Colisão,10630.89,0
4806,3806,2025-07-28,Roubo,21882.1,0
4807,3807,2025-08-06,Roubo,23350.43,1
4808,3808,2026-03-09,Roubo,10648.79,0
4809,3809,2025-08-01,Alagamento,25698.28,0
4810,3810,2026-04-12,Alagamento,17322.77,0
4811,3811,2026-01-27,Colisão,21150.76,0
4812,3812,2025-08-11,Colisão,30057.02,0
4813,3813,2025-12-25,Roubo,25709.23,0
4814,3814,2025-05-02,Roubo,18626.6,0
4815,3815,2025-05-09,Alagamento,14842.32,0
4816,3816,2026-01-05,Roubo,7180.77,1
4817,3817,2026-01-07,Alagamento,15887.9,0
4818,3818,2026-01-18,Roubo,18975.45,1
4819,3819,2025-08-24,Colisão,14258.95,0
4820,3820,2025-11-19,Alagamento,19460.89,0
4821,3821,2025-05-12,Roubo,20725.69,0
4822,3822,2025-10-30,Roubo,18892.03,0
4823,3823,2025-08-13,Colisão,16308.17,0
4824,3824,2025-07-24,Colisão,21283.63,0
4825,3825,2025-07-21,Colisão,22944.55,0
4826,3826,2025-08-25,Alagamento,13631.62,0
4827,3827,2026-02-04,Colisão,28833.67,0
4828,3828,2025-10-18,Roubo,19659.44,0
4829,3829,2026-04-08,Alagamento,20373.17,0
4830,3830,2025-12-05,Roubo,24562.85,0
4831,3831,2025-10-15,Colisão,21676.0,0
4832,3832,2025-12-10,Colisão,26051.38,0
4833,3833,2025-07-18,Alagamento,22003.63,1
4834,3834,2025-04-09,Alagamento,16536.47,1
4835,3835,2025-09-13,Colisão,22455.68,0
4836,3836,2025-07-16,Colisão,13307.52,0
4837,3837,2026-01-11,Colisão,20918.39,0
4838,3838,2025-12-24,Colisão,20056.66,0
4839,3839,2025-10-30,Alagamento,18993.77,0
4840,3840,2026-01-13,Colisão,19477.42,0
4841,3841,2026-01-16,Roubo,8821.52,0
4842,3842,2025-10-19,Alagamento,16923.69,0
4843,3843,2025-06-12,Alagamento,20822.89,0
4844,3844,2025-04-24,Colisão,21230.15,0
4845,3845,2025-05-12,Roubo,14012.83,0
4846,3846,2025-11-16,Alagamento,27951.06,0
4847,3847,2025-07-22,Alagamento,14994.36,0
4848,3848,2026-02-28,Roubo,26150.57,0
4849,3849,2025-07-27,Alagamento,22854.92,1
4850,3850,2026-02-15,Colisão,16331.11,0
4851,3851,2026-03-21,Colisão,31048.21,0
4852,3852,2025-07-05,Colisão,13004.19,0
4853,3853,2025-12-21,Colisão,25844.85,0
4854,3854,2026-04-22,Alagamento,26339.74,0
4855,3855,2026-04-07,Colisão,16182.86,0
4856,3856,2025-06-13,Roubo,28721.44,0
4857,3857,2025-12-10,Colisão,18738.93,0
4858,3858,2025-12-17,Roubo,22013.17,0
4859,3859,2025-10-04,Colisão,21840.74,0
4860,3860,2025-11-20,Alagamento,19442.34,0
4861,3861,2025-10-16,Colisão,25186.37,1
4862,3862,2026-02-25,Colisão,25081.11,0
4863,3863,2026-01-05,Colisão,9631.76,0
4864,3864,2025-09-05,Colisão,28185.85,0
4865,3865,2026-03-05,Colisão,10154.68,0
4866,3866,2025-05-18,Alagamento,26534.0,0
4867,3867,2025-06-15,Colisão,27106.26,0
4868,3868,2025-12-22,Alagamento,13628.17,0
4869,3869,2025-09-14,Roubo,17761.86,0
4870,3870,2026-03-06,Colisão,13538.6,0
4871,3871,2025-10-05,Roubo,18952.41,0
4872,3872,2026-02-12,Roubo,18386.51,0
4873,3873,2025-07-07,Alagamento,24997.07,1
4874,3874,2025-08-28,Alagamento,28222.13,0
4875,3875,2026-03-11,Colisão,28741.0,0
4876,3876,2026-01-26,Roubo,16841.99,0
4877,3877,2026-03-02,Roubo,18987.05,0
4878,3878,2026-03-12,Alagamento,10027.38,0
4879,3879,2025-12-26,Colisão,15360.87,0
4880,3880,2025-10-25,Alagamento,26122.58,0
4881,3881,2025-04-29,Alagamento,30077.45,0
4882,3882,2026-03-13,Colisão,12756.75,1
4883,3883,2025-05-21,Roubo,16657.86,0
4884,3884,2025-07-25,Alagamento,20098.13,0
4885,3885,2025-10-18,Alagamento,21961.32,0
4886,3886,2025-08-25,Roubo,15338.18,0
4887,3887,2025-10-06,Roubo,22835.88,0
4888,3888,2026-02-18,Colisão,17378.82,0
4889,3889,2025-08-30,Alagamento,20170.78,1
4890,3890,2025-07-27,Colisão,23578.7,0
4891,3891,2025-07-22,Roubo,20297.65,0
4892,3892,2026-02-15,Colisão,17606.44,1
4893,3893,2025-06-20,Roubo,19592.45,0
4894,3894,2025-11-02,Alagamento,19721.58,1
4895,3895,2025-05-29,Roubo,18009.84,0
4896,3896,2025-06-19,Colisão,18685.76,0
4897,3897,2025-11-01,Colisão,29974.53,0
4898,3898,2025-09-20,Colisão,23667.65,0
4899,3899,2025-06-25,Roubo,18462.81,0
4900,3900,2025-05-10,Roubo,24494.41,0
4901,3901,2025-11-27,Alagamento,18229.8,0
4902,3902,2025-12-04,Colisão,27388.38,0
4903,3903,2025-11-07,Alagamento,22505.15,0
4904,3904,2025-09-01,Colisão,19606.48,0
4905,3905,2025-09-09,Colisão,22979.65,0
4906,3906,2025-05-14,Colisão,10711.48,0
4907,3907,2025-06-18,Colisão,13410.59,0
4908,3908,2026-02-25,Roubo,13002.43,0
4909,3909,2026-01-02,Alagamento,21127.36,0
4910,3910,2025-06-12,Colisão,30788.12,0
4911,3911,2025-09-18,Alagamento,33819.53,0
4912,3912,2026-01-25,Colisão,24136.42,0
4913,3913,2026-02-04,Roubo,23302.54,0
4914,3914,2025-07-07,Colisão,9312.53,0
4915,3915,2025-10-29,Colisão,16960.47,0
4916,3916,2025-08-26,Roubo,15470.79,0
4917,3917,2026-03-22,Alagamento,16485.36,0
4918,3918,2025-10-15,Roubo,19236.71,0
4919,3919,2025-05-09,Colisão,17389.44,0
4920,3920,2025-12-21,Roubo,8229.25,0
4921,3921,2026-03-28,Colisão,24804.1,1
4922,3922,2025-08-23,Alagamento,13738.93,0
4923,3923,2026-01-10,Colisão,21712.66,0
4924,3924,2025-09-30,Alagamento,32864.03,0
4925,3925,2025-06-28,Alagamento,14670.98,0
4926,3926,2025-04-21,Alagamento,6077.58,0
4927,3927,2025-09-09,Alagamento,18520.4,1
4928,3928,2025-06-03,Alagamento,26949.79,1
4929,3929,2025-09-03,Roubo,32160.63,0
4930,3930,2025-11-17,Colisão,12785.92,0
4931,3931,2025-09-17,Colisão,23277.34,0
4932,3932,2026-01-21,Roubo,17430.65,0
4933,3933,2025-04-20,Roubo,19614.7,0
4934,3934,2025-06-18,Roubo,36329.83,1
4935,3935,2026-03-11,Colisão,11124.19,1
4936,3936,2026-01-30,Colisão,21800.74,0
4937,3937,2026-04-14,Roubo,23101.06,0
4938,3938,2026-02-12,Roubo,26857.57,0
4939,3939,2025-06-16,Roubo,20854.11,0
4940,3940,2025-11-09,Alagamento,22130.82,0
4941,3941,2025-09-01,Alagamento,17878.34,0
4942,3942,2025-09-06,Colisão,21894.26,0
4943,3943,2026-04-06,Roubo,18172.83,0
4944,3944,2025-12-03,Colisão,24036.27,0
4945,3945,2026-04-20,Roubo,18012.28,0
4946,3946,2025-08-09,Alagamento,22550.47,0
4947,3947,2025-12-09,Colisão,20080.77,0
4948,3948,2026-03-11,Roubo,27102.28,0
4949,3949,2025-05-21,Alagamento,19946.26,0
4950,3950,2025-12-04,Colisão,9482.86,0
4951,3951,2025-06-21,Colisão,27928.05,0
4952,3952,2025-11-11,Alagamento,14753.95,0
4953,3953,2026-01-24,Roubo,16285.29,0
4954,3954,2026-02-02,Roubo,16638.43,0
4955,3955,2025-07-28,Roubo,28611.88,0
4956,3956,2025-12-27,Alagamento,7278.87,0
4957,3957,2026-03-17,Alagamento,39328.54,0
4958,3958,2025-07-21,Colisão,26676.89,0
4959,3959,2025-07-06,Colisão,21615.37,0
4960,3960,2025-11-12,Alagamento,19924.99,0
4961,3961,2025-08-21,Roubo,21994.09,0
4962,3962,2026-03-20,Roubo,23425.78,0
4963,3963,2025-06-18,Colisão,24179.97,0
4964,3964,2025-07-29,Alagamento,23635.35,0
4965,3965,2025-06-17,Alagamento,20803.05,0
4966,3966,2026-01-30,Roubo,19059.27,0
4967,3967,2026-01-26,Roubo,19339.24,0
4968,3968,2025-04-10,Colisão,19074.04,0
4969,3969,2026-03-27,Roubo,27149.2,0
4970,3970,2025-07-18,Roubo,23866.0,0
